Subject,File,Task,Total_Mouse_Distance,Avg_Mouse_Speed,Max_Mouse_Speed,Total_Time,Mouse_Sensible_Pause_Count,Avg_Mouse_Sensible_Pause_Time,Avg_Mouse_Accel,Max_Mouse_Accel,Min_Mouse_Accel,Avg_Action_Pause_Time,Avg_All_Pauses_Time,Avg_Mouse_Pause_Time,Avg_Key_Pause_Time,Mouse_Episodes_Count,Mouse_Direction_Changes_Count,Total_Mouse_Angle_Changes,Avg_Mouse_X_Speed,Avg_Mouse_Y_Speed,Avg_Mouse_X_Accel,Avg_Mouse_Y_Accel,Max_Mouse_X_Speed,Max_Mouse_Y_Speed,Max_Mouse_X_Accel,Max_Mouse_Y_Accel,Avg_All_Sensible_Pause_Time,All_Sensible_Pause_Count,Avg_Mouse_Speed_Before_Button_Clicks,Avg_Menu_Item_Navigation_Time,Avg_Open_Menu_to_Button_Pressed_Time,Menu_Item_Navigations_Count,Menu_Viewing_Sessions_Count,Avg_Items_Navigated_in_Each_Session,Avg_Selected_Menu_Items_Dwell_Time,Avg_Combo_Selection_Time,Mouse_Curvature,Repeated_Mouse_Patterns_Count,Avg_Mouse_Episode_Time,Mouse_Episode_Time_Stddev,Interaction_Density
26,ui-log_火_7-1-2025_13-48-17.txt,task_13,18776.82,361.72,7547.18,70.242,64,0.4996,25410.23,5680951.89,-567500.31,0.20,0.02,0.02,0.45,65,23,69281.48,245.15,206.47,15207.83,18317.83,6400.00,6000.00,3000000.00,5000000.00,0.38,68,122.68,0.08,1.14,36,4,4.17,0.43,3.87,0.0644,24,0.5801,554.01,49.77
26,ui-log_火_7-1-2025_13-49-45.txt,task_14,19361.93,345.23,7615.77,79.566,68,0.6606,21450.01,7022846.04,-487842.05,0.23,0.02,0.03,1.79,69,27,62680.43,235.81,203.83,16545.04,12326.87,7000.00,6166.67,6437500.00,2812500.00,0.50,77,110.99,0.08,1.32,32,4,3.57,0.52,4.05,0.0565,90,0.4979,511.83,40.78
26,ui-log_火_7-1-2025_13-51-25.txt,task_15,16900.88,437.18,14000.00,58.75,56,0.4934,36103.48,12000000.00,-880000.00,0.21,0.02,0.02,1.18,57,22,55302.87,293.72,253.20,24175.19,19619.17,12000.00,14000.00,11333333.33,12000000.00,0.39,57,140.91,0.10,1.61,31,4,3.67,0.92,2.87,0.0571,20,0.5097,423.53,48.61
27,ui-log_水_8-1-2025_10-00-05.txt,training,36798.82,284.59,35114.10,157.627,82,1.4557,94190.39,32919468.50,-2166521.59,0.80,0.05,0.06,0.48,83,57,63353.01,244.28,100.33,89199.81,26413.93,34000.00,15666.67,30937500.00,11250000.00,1.21,97,39.66,0.14,1.48,45,6,4.83,0.53,0.00,0.0300,2,0.4561,533.69,20.91
27,ui-log_水_8-1-2025_10-06-23.txt,task_01,30885.30,126.50,12041.59,352.366,181,1.4748,26721.74,11381628.25,-761797.22,0.71,0.05,0.06,2.70,183,68,150560.26,71.82,81.97,16014.54,18694.84,9000.00,11000.00,8533333.33,10312500.00,1.09,240,52.77,0.11,1.53,57,6,5.67,0.62,14.17,0.0851,122,0.4648,624.15,20.45
27,ui-log_水_8-1-2025_10-13-18.txt,task_02,22070.05,217.65,15811.39,141.55,108,0.8304,32421.33,14940864.03,-980523.91,0.38,0.03,0.04,1.90,109,43,97457.48,138.78,131.52,25072.51,17567.98,13000.00,9000.00,12187500.00,8687500.00,0.61,140,44.59,0.12,1.71,65,6,6.67,0.69,6.71,0.0771,60,0.4740,490.88,32.99
27,ui-log_水_8-1-2025_10-16-11.txt,task_03,18598.41,241.19,10630.15,113.646,91,0.8350,22518.44,10060848.24,-802223.30,0.25,0.03,0.04,1.77,92,31,74979.13,157.28,140.65,17966.07,13180.70,7000.00,8000.00,6684210.53,7526315.79,0.55,131,52.05,0.10,1.41,51,6,5.50,0.65,6.67,0.0704,94,0.4047,459.61,30.62
27,ui-log_水_8-1-2025_10-18-35.txt,task_04,22582.07,247.32,41838.98,128.273,101,0.7794,51794.66,27163636.57,-3680288.38,0.23,0.03,0.03,1.41,102,45,91843.66,168.52,134.75,39324.12,29230.88,40500.00,24000.00,20248645.18,22550000.00,0.57,126,44.61,0.10,1.36,58,6,5.50,0.63,5.29,0.0710,48,0.4836,563.90,34.55
27,ui-log_水_8-1-2025_10-20-56.txt,task_05,19544.28,349.99,35383.61,93.716,77,0.7509,37462.62,33872632.92,-3924663.42,0.24,0.03,0.03,1.92,78,47,68589.46,216.43,208.51,26999.14,23720.23,24000.00,26000.00,22954545.45,24909090.91,0.51,103,61.48,0.11,1.32,48,6,6.17,0.49,6.06,0.0613,92,0.4574,481.65,37.18
27,ui-log_水_8-1-2025_10-27-22.txt,task_06,18440.13,320.88,14317.82,88.493,61,0.8456,31220.98,13440591.76,-909855.29,0.29,0.02,0.03,1.85,62,23,74366.97,202.54,193.09,25268.79,12749.08,14000.00,4500.00,13125000.00,2937500.00,0.51,91,74.22,0.10,1.37,46,6,5.33,0.62,4.92,0.0704,54,0.5907,595.85,41.26
27,ui-log_水_8-1-2025_10-29-24.txt,task_07,20294.70,289.38,22000.00,110.87,85,0.8470,20744.33,20533333.33,-1377666.74,0.39,0.03,0.04,2.23,86,35,79573.61,178.91,183.25,17802.31,7649.02,22000.00,4000.00,20533333.33,3800000.00,0.57,119,59.83,0.12,1.62,44,6,5.67,0.68,7.47,0.0684,34,0.4440,556.76,32.97
27,ui-log_水_8-1-2025_10-31-40.txt,task_08,17685.18,361.41,9656.60,81.752,58,0.7805,22649.41,8388718.47,-886014.53,0.24,0.02,0.03,1.34,59,14,66421.42,254.65,199.67,20763.91,7589.38,9000.00,5200.00,8333333.33,1000000.00,0.48,86,56.44,0.08,1.20,44,6,5.33,0.57,4.64,0.0656,36,0.6056,530.21,42.93
27,ui-log_水_8-1-2025_10-33-21.txt,task_09,17393.84,344.42,11672.62,78.187,72,0.6198,29240.10,8171653.78,-845993.91,0.18,0.02,0.03,1.86,73,33,60162.08,230.75,191.20,11689.62,24619.10,4000.00,11500.00,3571428.57,7357142.86,0.44,91,72.20,0.10,1.36,52,6,5.67,0.60,5.01,0.0604,28,0.4443,457.54,40.95
27,ui-log_水_8-1-2025_10-35-03.txt,task_10,18158.54,370.37,17029.39,79.205,65,0.6465,40106.43,15923648.49,-1129968.66,0.21,0.02,0.03,1.26,66,30,73231.37,242.07,219.51,28204.90,25332.74,13000.00,14000.00,12250000.00,13250000.00,0.44,84,56.65,0.11,1.28,44,6,5.00,0.52,4.88,0.0704,46,0.5596,568.69,43.03
27,ui-log_水_8-1-2025_10-40-22.txt,task_11,17553.33,293.88,8062.26,95.957,76,0.7696,11359.50,7546869.55,-549860.15,0.50,0.03,0.04,1.84,77,23,67088.14,197.17,169.98,9816.93,5253.87,8000.00,2750.00,7500000.00,875000.00,0.53,102,55.67,0.12,1.54,40,6,5.17,0.75,5.06,0.0667,12,0.4709,503.43,35.55
27,ui-log_水_8-1-2025_10-42-19.txt,task_12,15999.69,277.39,4484.54,88.447,67,0.8226,11358.14,3039302.57,-360485.87,0.34,0.03,0.04,1.51,68,24,65519.63,183.08,156.08,7482.02,8413.04,3866.67,3000.00,1000000.00,2913043.48,0.55,91,68.25,0.07,1.19,45,6,5.17,0.64,5.59,0.0715,50,0.4853,496.47,36.25
27,ui-log_水_8-1-2025_10-44-10.txt,task_13,17126.02,358.21,13682.92,74.184,66,0.6142,26438.76,6533583.96,-840277.78,0.22,0.02,0.03,1.24,67,26,62519.34,219.77,218.39,15242.82,17293.36,10000.00,13666.67,6466666.67,4708333.33,0.40,86,66.05,0.09,1.41,61,6,5.83,0.61,4.34,0.0637,24,0.4971,498.64,44.38
27,ui-log_水_8-1-2025_10-45-43.txt,task_14,17853.42,381.93,39623.23,75.443,64,0.6390,40432.86,37026646.57,-2484287.87,0.17,0.02,0.03,0.97,65,27,63980.56,235.33,229.65,29332.05,25614.03,27000.00,29000.00,25066666.67,27266666.67,0.42,83,60.27,0.08,1.13,59,6,6.17,0.45,5.09,0.0626,0,0.5209,486.41,43.01
27,ui-log_水_8-1-2025_10-47-19.txt,task_15,18378.22,347.42,8513.06,76.316,72,0.6090,8112.44,1937500.00,-251222.86,0.19,0.02,0.03,1.09,74,33,64248.39,235.38,190.04,6910.72,4407.04,7833.33,3333.33,1937500.00,416666.67,0.45,84,72.82,0.10,1.26,52,6,5.67,0.49,4.20,0.0610,10,0.4338,460.06,41.38
28,ui-log_木_9-1-2025_13-04-50.txt,training,25092.26,289.94,22203.60,111.623,59,1.1886,30698.77,7381991.28,-1690103.23,1.13,0.03,0.04,0.80,60,34,71608.72,236.85,125.46,23413.76,16070.00,22000.00,6666.67,7330264.17,5375000.00,1.03,69,31.49,0.08,3.19,25,4,5.00,2.12,0.00,0.0498,0,0.6440,908.99,31.48
28,ui-log_木_9-1-2025_13-10-43.txt,task_01,22484.42,124.25,8602.33,276.125,165,1.2402,7459.55,2750000.00,-367107.20,1.98,0.05,0.05,3.20,166,43,133307.52,74.36,74.66,6466.17,3363.80,8200.00,3312.50,2750000.00,967741.94,0.96,207,42.12,0.17,2.52,57,7,5.29,0.71,12.10,0.1035,68,0.4292,554.61,22.03
28,ui-log_木_9-1-2025_13-15-57.txt,task_02,18116.38,159.92,8485.28,161.867,123,0.9015,13041.82,8013876.85,-543463.20,0.63,0.04,0.04,1.69,124,32,96684.20,103.64,90.60,8637.71,9299.69,6000.00,6000.00,5666666.67,5666666.67,0.71,150,50.10,0.07,1.65,43,6,4.83,0.92,8.52,0.0932,58,0.4082,601.63,27.05
28,ui-log_木_9-1-2025_13-19-00.txt,task_03,19960.28,136.08,10630.15,193.375,125,1.0818,16189.67,9987321.47,-1064658.41,0.53,0.04,0.05,2.57,127,45,105959.08,95.39,72.16,12672.37,8979.61,10000.00,8000.00,9000000.00,7545454.55,0.87,151,53.85,0.11,1.99,46,6,5.50,1.07,6.36,0.0927,84,0.4485,567.45,24.26
28,ui-log_木_9-1-2025_13-22-34.txt,task_04,17595.08,196.31,10440.31,153.239,110,0.9589,11311.90,9881289.51,-608475.03,2.02,0.04,0.05,2.81,111,31,85485.40,138.88,98.38,9493.46,5741.68,10000.00,3000.00,9500000.00,2750000.00,0.75,136,45.48,0.11,1.91,47,6,4.83,0.98,7.49,0.0848,72,0.4247,509.10,26.64
28,ui-log_木_9-1-2025_13-25-25.txt,task_05,23143.13,167.28,51000.00,200.793,126,1.1278,43292.17,45463191.35,-6309103.17,0.28,0.04,0.05,1.71,127,49,108528.91,106.93,94.90,30802.38,26191.30,45000.00,24000.00,40125000.00,21375000.00,0.81,167,78.44,0.18,1.98,69,7,6.14,0.56,8.87,0.0819,64,0.4580,459.58,25.88
28,ui-log_木_9-1-2025_13-31-34.txt,task_06,18368.16,207.14,12500.00,136.159,105,0.8073,13927.58,9378811.62,-833333.33,0.52,0.03,0.04,1.86,106,36,86199.38,133.32,116.49,7311.11,10780.29,7000.00,12500.00,6600000.00,6666666.67,0.60,139,52.99,0.12,2.30,44,6,5.17,1.30,6.34,0.0819,78,0.4569,528.86,31.95
28,ui-log_木_9-1-2025_13-34-19.txt,task_07,20257.84,210.10,12041.59,140.504,122,0.7058,30640.41,9483914.05,-907686.97,0.45,0.03,0.04,3.04,123,57,97558.76,132.31,119.89,24478.14,13856.55,10000.00,9000.00,9437500.00,4138888.89,0.54,150,58.13,0.08,1.47,52,7,4.29,0.59,8.18,0.0841,130,0.4395,567.16,32.93
28,ui-log_木_9-1-2025_13-37-01.txt,task_08,17367.57,233.87,34928.50,132.791,89,0.9731,34853.38,33303724.81,-2715150.87,0.69,0.03,0.04,1.85,90,26,78009.63,159.93,126.51,23877.01,20588.49,32000.00,14000.00,30526315.79,13315789.47,0.68,121,64.45,0.07,1.34,46,6,5.17,0.57,6.53,0.0784,46,0.5075,593.51,28.79
28,ui-log_木_9-1-2025_13-39-47.txt,task_09,19137.38,228.02,11313.71,124.085,111,0.6940,29068.85,10553591.55,-775562.21,0.22,0.03,0.04,1.53,112,41,80279.48,153.92,128.61,20476.35,18327.69,8000.00,10000.00,7500000.00,9470588.24,0.55,132,87.23,0.07,1.32,43,6,4.83,0.66,8.40,0.0732,8,0.4135,524.09,31.22
28,ui-log_木_9-1-2025_13-42-15.txt,task_10,21483.57,228.65,16278.82,139.282,110,0.7533,25254.87,15428728.69,-975305.22,0.46,0.03,0.04,1.76,111,47,99968.25,140.77,137.66,17653.44,14849.27,16000.00,10000.00,15187500.00,9368421.05,0.57,139,64.78,0.13,2.17,57,7,4.71,1.07,7.19,0.0812,38,0.4983,525.38,33.39
28,ui-log_木_9-1-2025_13-48-44.txt,task_11,17697.29,201.78,8944.27,130.969,98,0.8783,20346.47,8438252.78,-579377.06,0.35,0.03,0.04,1.66,99,33,78608.46,137.47,106.68,14947.00,10494.47,8000.00,5000.00,7588235.29,4562500.00,0.63,129,60.07,0.05,1.53,39,6,4.83,0.84,7.73,0.0775,42,0.4468,495.22,30.30
28,ui-log_木_9-1-2025_13-51-18.txt,task_12,18271.96,237.37,9055.39,127.489,98,0.8255,15020.50,8427267.91,-605996.90,0.62,0.03,0.04,1.90,99,39,81582.84,153.85,132.36,9732.80,9535.28,9000.00,7000.00,8375000.00,6000000.00,0.60,126,59.05,0.08,1.56,42,6,4.83,0.82,6.57,0.0779,66,0.4685,565.92,31.19
28,ui-log_木_9-1-2025_13-53-46.txt,task_13,19061.29,230.15,7615.77,125.542,94,0.8521,15870.23,6825203.69,-479609.07,0.35,0.03,0.04,1.84,95,41,80781.25,151.98,129.80,10953.38,11021.18,5000.00,7000.00,2833333.33,6250000.00,0.60,128,81.89,0.06,1.77,39,6,4.83,1.08,5.74,0.0740,90,0.4622,542.87,31.52
28,ui-log_木_9-1-2025_13-56-10.txt,task_14,18751.55,236.09,8602.33,125.841,101,0.7912,12735.16,8043308.27,-543674.11,0.31,0.03,0.04,1.58,102,40,88274.92,162.86,124.35,9013.03,8931.96,7000.00,5000.00,6500000.00,4750000.00,0.56,134,74.14,0.08,1.41,54,6,6.33,0.56,6.97,0.0822,80,0.4406,443.59,33.41
28,ui-log_木_9-1-2025_13-58-33.txt,task_15,19382.82,250.70,7000.00,125.76,87,0.9287,21279.09,6631578.95,-562500.00,0.59,0.03,0.04,2.04,88,34,77427.34,155.72,147.39,12264.16,14189.96,7000.00,6000.00,6631578.95,5750000.00,0.67,116,95.47,0.09,1.49,44,6,4.83,0.77,7.29,0.0697,38,0.4972,522.04,30.18
