Subject,File,Task,Total_Mouse_Distance,Avg_Mouse_Speed,Max_Mouse_Speed,Total_Time,Mouse_Sensible_Pause_Count,Avg_Mouse_Sensible_Pause_Time,Avg_Mouse_Accel,Max_Mouse_Accel,Min_Mouse_Accel,Avg_Action_Pause_Time,Avg_All_Pauses_Time,Avg_Mouse_Pause_Time,Avg_Key_Pause_Time,Mouse_Episodes_Count,Mouse_Direction_Changes_Count,Total_Mouse_Angle_Changes,Avg_Mouse_X_Speed,Avg_Mouse_Y_Speed,Avg_Mouse_X_Accel,Avg_Mouse_Y_Accel,Max_Mouse_X_Speed,Max_Mouse_Y_Speed,Max_Mouse_X_Accel,Max_Mouse_Y_Accel,Avg_All_Sensible_Pause_Time,All_Sensible_Pause_Count,Avg_Mouse_Speed_Before_Button_Clicks,Avg_Menu_Item_Navigation_Time,Avg_Open_Menu_to_Button_Pressed_Time,Menu_Item_Navigations_Count,Menu_Viewing_Sessions_Count,Avg_Items_Navigated_in_Each_Session,Avg_Selected_Menu_Items_Dwell_Time,Avg_Combo_Selection_Time,Mouse_Curvature,Repeated_Mouse_Patterns_Count,Avg_Mouse_Episode_Time,Mouse_Episode_Time_Stddev,Interaction_Density
05,ui-log_金_13-12-2024_12-58-44.txt,training,23639.86,293.97,137615.41,94.59,51,1.3731,66728.55,53247336.74,-53247336.74,0.57,0.04,0.06,1.29,52,42,41539.58,240.16,102.24,62207.47,26125.67,127000.00,53000.00,49250000.00,20250000.00,1.10,63,111.54,0.07,1.24,34,4,4.33,0.67,0.00,0.0307,0,0.4641,734.39,22.87
05,ui-log_金_13-12-2024_13-03-42.txt,task_01,19889.40,147.05,8824.83,186.385,128,0.9946,17595.37,851508.80,-311958.55,1.10,0.04,0.05,2.75,129,49,101888.23,102.53,77.92,14710.97,12588.86,8428.57,7285.71,823129.25,328125.00,0.79,157,73.69,0.10,2.06,69,6,7.17,1.05,7.83,0.0894,132,0.4433,534.16,24.37
05,ui-log_金_13-12-2024_13-08-05.txt,task_02,19384.50,307.60,9351.42,90.131,77,0.6310,22456.97,1121204.55,-264514.57,0.19,0.02,0.03,1.35,78,58,72050.40,204.59,177.18,17868.57,15649.67,8142.86,7714.29,1092517.01,356009.07,0.50,87,129.46,0.10,1.40,64,6,8.17,0.37,4.19,0.0649,0,0.5317,536.10,40.61
05,ui-log_金_13-12-2024_13-10-01.txt,task_03,19661.07,345.82,24331.05,77.99,58,0.7316,29594.92,9155126.42,-9155126.42,0.13,0.03,0.03,1.24,60,40,60081.44,245.40,186.09,24701.66,17607.58,24000.00,5500.00,9000000.00,1750000.00,0.52,75,97.83,0.08,1.32,44,6,5.17,0.73,3.65,0.0533,2,0.5841,633.04,39.49
05,ui-log_金_13-12-2024_13-11-53.txt,task_04,21891.69,381.67,12657.01,91.126,67,0.7717,24150.64,1494098.57,-620720.77,0.18,0.03,0.03,1.93,69,54,66693.62,275.15,204.05,20261.78,16091.49,10800.00,9000.00,1300000.00,740000.00,0.59,79,96.29,0.09,1.34,70,7,6.57,0.61,3.48,0.0532,4,0.5691,643.84,37.31
05,ui-log_金_13-12-2024_13-13-47.txt,task_05,18608.02,282.45,26076.81,85.975,82,0.5774,27184.05,6015311.30,-6015311.30,0.12,0.03,0.03,1.85,84,50,75244.18,191.72,156.74,22499.39,17760.21,22000.00,14000.00,5062500.00,3250000.00,0.45,95,74.77,0.15,1.67,62,6,7.17,0.49,4.37,0.0706,4,0.4492,453.86,39.71
05,ui-log_金_13-12-2024_13-18-03.txt,task_06,17572.88,311.21,8771.48,80.162,74,0.6154,22771.86,972222.22,-312500.00,0.15,0.03,0.03,1.40,75,34,67175.43,213.54,170.55,19447.93,15275.20,7571.43,5428.57,1000000.00,251543.21,0.48,84,161.90,0.11,1.65,38,4,4.17,0.73,3.85,0.0667,34,0.4605,485.24,38.81
05,ui-log_金_13-12-2024_13-19-43.txt,task_07,19207.46,355.18,12123.51,74.216,74,0.5147,24760.30,2342529.36,-1996246.69,0.17,0.02,0.03,1.07,75,43,59871.28,247.48,205.95,19984.09,17113.61,11285.71,5166.67,1875000.00,1933333.33,0.39,89,127.74,0.07,1.20,26,3,3.33,0.63,3.40,0.0544,30,0.4675,497.21,42.62
05,ui-log_金_13-12-2024_13-21-26.txt,task_08,18427.81,360.43,9808.37,90.653,70,0.8732,27024.90,744837.44,-461864.60,1.05,0.03,0.04,1.92,71,51,55110.25,262.82,182.11,22397.64,17577.48,9571.43,5142.86,709821.43,467314.02,0.64,89,143.99,0.05,1.14,25,3,2.83,0.67,2.60,0.0522,34,0.4132,489.49,29.17
05,ui-log_金_13-12-2024_13-23-25.txt,task_09,16145.76,346.27,8407.97,66.445,55,0.6514,25245.25,1165202.25,-360419.64,0.14,0.02,0.03,1.00,56,33,48664.61,227.35,202.67,20151.05,17249.54,8285.71,5142.86,1097222.22,539772.73,0.45,70,163.61,0.07,1.10,31,3,3.83,0.44,3.82,0.0526,4,0.5461,623.32,40.70
05,ui-log_金_13-12-2024_13-24-56.txt,task_10,16136.32,384.16,65551.51,62.048,42,0.7605,27876.84,12642113.30,-12642113.30,0.13,0.02,0.03,0.97,43,35,48611.15,262.73,218.14,22809.77,18361.12,61000.00,24000.00,11760000.00,4640000.00,0.52,55,148.29,0.06,1.19,36,3,3.83,0.57,3.80,0.0526,16,0.6949,542.80,41.60
05,ui-log_金_13-12-2024_13-30-02.txt,task_11,14586.21,384.46,29000.00,56.803,51,0.5745,34449.97,24333333.33,-2589838.75,0.14,0.02,0.03,0.93,52,31,48283.49,258.80,216.44,18633.21,27313.67,6714.29,29000.00,432727.27,24333333.33,0.42,58,128.43,0.05,0.83,24,3,2.83,0.41,2.86,0.0578,2,0.5204,477.75,43.61
05,ui-log_金_13-12-2024_13-31-38.txt,task_12,19504.12,499.01,14205.63,60.253,46,0.6515,26736.22,2279699.78,-2279699.78,0.46,0.02,0.03,1.16,47,25,49530.49,344.52,277.38,20526.35,18304.17,12285.71,14200.00,838383.84,2280000.00,0.45,58,162.46,0.09,1.03,26,4,3.00,0.50,2.96,0.0443,28,0.6370,578.48,46.19
05,ui-log_金_13-12-2024_13-33-07.txt,task_13,17131.01,408.21,10584.89,58.769,57,0.5506,26195.22,1140045.00,-524228.88,0.12,0.02,0.03,0.90,58,33,47407.53,268.33,238.59,19781.64,18965.52,9800.00,6285.71,1060000.00,518518.52,0.45,59,177.49,0.06,0.94,28,3,3.00,0.32,2.90,0.0483,16,0.4720,530.97,43.12
05,ui-log_金_13-12-2024_13-34-26.txt,task_14,15924.55,474.99,13152.95,50.695,43,0.5797,29449.08,9341042.42,-1358988.81,0.09,0.02,0.03,0.79,44,32,40247.30,318.07,275.03,19954.08,22184.25,9000.00,13000.00,1142857.14,9285714.29,0.38,57,183.13,0.05,0.77,23,3,3.17,0.36,2.45,0.0441,0,0.5831,824.91,44.84
05,ui-log_金_13-12-2024_13-35-48.txt,task_15,19202.28,553.73,19741.70,52.322,43,0.5916,25394.38,529975.43,-272572.76,0.10,0.02,0.02,0.80,44,29,43848.79,382.32,316.89,20851.73,17507.03,14857.14,13000.00,361111.11,493055.56,0.40,54,162.99,0.07,1.24,24,3,3.17,0.72,2.22,0.0399,0,0.6006,565.52,48.97
06,ui-log_土_14-12-2024_09-55-58.txt,training,25253.05,345.65,30149.63,86.987,39,1.6155,46974.92,15069865.60,-2595254.75,0.70,0.04,0.05,0.24,40,38,42160.98,278.94,126.37,44184.59,17656.08,30000.00,3666.67,14996792.59,1496232.56,1.38,44,152.19,0.11,1.42,42,6,5.33,0.51,0.00,0.0291,2,0.5983,1432.74,27.45
06,ui-log_土_14-12-2024_10-00-49.txt,task_01,32776.51,185.39,16278.82,235.22,158,0.9982,20419.91,15024901.12,-1813881.71,0.45,0.03,0.04,1.86,159,57,146357.45,107.38,125.02,15546.04,16452.37,11000.00,12000.00,10090909.09,11136363.64,0.79,191,84.61,0.09,1.17,65,9,4.00,0.56,6.91,0.0779,66,0.4866,542.95,28.73
06,ui-log_土_14-12-2024_10-05-27.txt,task_02,31155.48,271.97,86162.64,171.611,128,0.8320,29371.02,51048537.18,-51048537.18,0.19,0.03,0.03,1.86,129,57,118748.42,170.01,164.22,24642.76,18286.82,80000.00,32000.00,47000000.00,20000000.00,0.57,170,139.81,0.15,1.33,52,7,5.00,0.43,4.11,0.0665,108,0.5048,482.65,35.50
06,ui-log_土_14-12-2024_10-09-19.txt,task_03,19145.64,340.30,15862.93,81.57,66,0.6755,21731.08,646350.43,-503288.89,0.18,0.02,0.03,2.05,67,30,64706.20,222.46,190.45,17325.71,15172.87,15857.14,5142.86,646258.50,416666.67,0.50,81,110.91,0.12,1.40,42,6,5.17,0.64,4.44,0.0590,106,0.5284,563.13,41.30
06,ui-log_土_14-12-2024_10-11-46.txt,task_04,17421.23,314.59,10770.33,81.934,56,0.7907,18736.77,2430075.81,-2430075.81,0.20,0.02,0.03,1.06,57,25,65468.16,201.79,186.35,14879.41,14018.75,10000.00,5428.57,2222222.22,1000000.00,0.53,75,128.71,0.11,1.40,48,6,6.17,0.55,6.21,0.0656,49,0.6545,576.47,42.07
06,ui-log_土_14-12-2024_10-13-30.txt,task_05,18982.12,402.86,6114.55,65.598,47,0.5837,20549.88,338012.94,-254436.31,0.15,0.02,0.02,1.17,49,36,65696.67,253.76,245.44,16152.45,14951.68,6000.00,5142.86,250000.00,301136.36,0.39,60,153.54,0.11,1.41,56,6,7.00,0.48,3.26,0.0604,0,0.7724,687.43,54.36
06,ui-log_土_14-12-2024_10-17-40.txt,task_06,17574.09,347.68,25059.93,65.332,46,0.8350,22882.73,2517358.59,-2517358.59,0.16,0.02,0.03,1.31,48,20,47461.06,219.13,217.58,17731.17,17038.04,22000.00,12000.00,2222222.22,1185185.19,0.64,51,191.39,0.09,1.02,47,6,5.50,0.40,3.35,0.0471,20,0.5534,591.48,40.70
06,ui-log_土_14-12-2024_10-19-10.txt,task_07,18394.34,335.13,5905.72,74.308,54,0.6614,19734.49,3808306.95,-524951.18,0.17,0.02,0.02,1.27,55,39,69875.72,220.66,200.11,15350.33,14683.72,5428.57,5875.00,2065217.39,3260869.57,0.51,62,171.24,0.07,1.30,58,6,8.17,0.46,3.85,0.0663,22,0.6954,700.69,46.67
06,ui-log_土_14-12-2024_10-20-45.txt,task_08,15002.54,403.43,6893.16,53.34,36,0.6585,20321.35,1559433.62,-346898.57,0.15,0.02,0.02,0.86,37,30,48983.56,269.55,230.65,15921.69,15056.80,6875.00,4857.14,355555.56,1541666.67,0.48,40,161.48,0.08,1.21,62,6,8.17,0.43,4.62,0.0570,0,0.7931,914.22,51.95
06,ui-log_土_14-12-2024_10-22-00.txt,task_09,17504.38,459.46,9682.72,56.022,32,0.7748,22742.78,667170.74,-312212.38,0.20,0.02,0.02,1.07,33,24,48906.60,286.09,289.87,17314.90,16868.44,9000.00,4571.43,600000.00,315192.74,0.51,42,162.00,0.06,0.91,47,6,6.00,0.38,3.58,0.0488,0,0.9351,1332.15,51.85
06,ui-log_土_14-12-2024_10-23-17.txt,task_10,16360.03,308.04,10211.65,80.613,58,0.7660,19797.86,748727.74,-405814.24,0.23,0.03,0.03,1.85,59,33,65703.66,191.73,194.47,15306.11,15559.59,9166.67,6142.86,748727.74,397959.18,0.59,68,138.44,0.06,0.99,50,6,6.50,0.42,4.87,0.0701,38,0.6120,670.90,39.67
06,ui-log_土_14-12-2024_10-28-26.txt,task_11,19721.83,371.56,17204.65,77.397,61,0.6577,27157.64,15837856.84,-2106691.90,0.19,0.02,0.03,1.15,62,30,58146.55,216.08,237.71,20224.99,19377.06,14000.00,10000.00,12950000.00,9125000.00,0.49,77,109.96,0.10,2.11,72,6,9.00,1.03,3.86,0.0515,40,0.5655,687.68,43.94
06,ui-log_土_14-12-2024_10-30-25.txt,task_12,20472.24,344.44,7342.91,82.55,71,0.6463,23648.83,580080.34,-346929.97,0.25,0.02,0.03,1.07,72,38,59761.23,216.49,219.15,17988.69,17527.69,6142.86,5714.29,527777.78,260770.98,0.50,83,104.13,0.11,1.56,49,6,6.00,0.66,4.01,0.0510,64,0.4915,490.52,40.50
06,ui-log_土_14-12-2024_10-32-13.txt,task_13,21846.31,378.39,10254.91,78.099,65,0.5497,20266.28,526909.00,-274359.26,0.22,0.02,0.02,1.04,66,42,73874.82,259.48,204.86,16302.75,14441.32,9714.29,5142.86,512471.66,258503.40,0.44,69,167.46,0.10,1.14,58,7,5.00,0.48,4.68,0.0590,0,0.6365,494.56,47.53
06,ui-log_土_14-12-2024_10-34-03.txt,task_14,16977.38,237.73,7013.11,98.052,62,0.9640,17023.63,351032.65,-190149.08,0.25,0.03,0.03,1.78,63,22,68546.03,142.18,150.36,13192.98,13453.56,5857.14,4125.00,244897.96,346590.91,0.70,79,127.58,0.09,1.30,67,7,7.12,0.46,3.56,0.0705,4,0.6052,690.89,36.01
06,ui-log_土_14-12-2024_10-36-05.txt,task_15,15293.17,308.35,12330.48,84.207,58,0.8604,18140.65,341374.39,-315688.63,0.32,0.03,0.03,1.30,59,28,57642.52,204.58,170.68,14581.83,13277.35,11250.00,6428.57,546875.00,283446.71,0.60,77,89.82,0.09,1.53,42,6,5.33,0.86,4.13,0.0658,2,0.5661,528.89,35.86
07,ui-log_土_14-12-2024_15-04-18.txt,training,25671.94,518.84,62000.00,62.284,33,1.2221,44629.93,7002451.23,-6382716.05,0.42,0.03,0.04,0.29,35,22,33836.16,428.29,178.14,41018.28,19447.61,62000.00,4125.00,6382716.05,3917808.22,1.00,38,107.35,0.08,1.28,29,4,5.50,0.61,0.00,0.0230,0,0.6220,749.34,37.51
07,ui-log_土_14-12-2024_15-09-08_タスク1回目だが名前を9にしてしまった.txt,task_01,33034.65,186.38,16023.91,247.495,172,0.9442,17335.33,1595850.47,-617746.20,1.25,0.03,0.04,1.84,174,60,170632.54,136.81,91.01,15069.74,12410.04,16000.00,5285.71,1581777.05,730520.52,0.74,212,117.77,0.05,1.30,71,6,4.62,0.58,7.41,0.0902,184,0.4850,584.85,28.86
07,ui-log_土_14-12-2024_15-18-04.txt,task_02,24780.49,235.03,9674.29,150.002,109,0.8667,20988.32,6291537.27,-725852.01,0.43,0.03,0.03,2.07,110,52,94866.38,147.05,143.06,15989.87,15667.85,9285.71,6000.00,2750000.00,5666666.67,0.66,133,99.18,0.09,1.40,62,6,5.57,0.47,4.19,0.0668,34,0.5024,568.46,33.52
07,ui-log_土_14-12-2024_15-21-05.txt,task_03,18937.27,282.36,44553.34,95.738,65,0.8714,22980.69,6749693.97,-6749693.97,0.44,0.03,0.03,1.71,66,27,61467.00,206.75,139.34,19641.43,13977.66,44000.00,7000.00,6666666.67,1055555.56,0.58,90,110.26,0.08,1.32,34,4,3.33,0.64,5.70,0.0567,0,0.5861,537.76,37.80
07,ui-log_土_14-12-2024_15-23-02.txt,task_04,22075.00,357.57,8338.54,105.051,82,0.7211,19382.21,532963.07,-367346.94,0.35,0.02,0.03,1.30,83,44,86869.41,219.17,218.65,15245.53,14837.54,6142.86,7625.00,449494.95,533333.33,0.51,104,114.06,0.10,1.26,63,8,5.67,0.44,5.56,0.0687,78,0.5527,551.86,41.75
07,ui-log_土_14-12-2024_15-25-32.txt,task_05,16448.17,350.59,7117.10,72.097,46,0.8753,20969.96,367053.09,-270547.56,0.23,0.02,0.03,1.36,47,25,56335.31,234.63,205.84,16704.87,15384.85,5571.43,5857.14,250000.00,367346.94,0.57,62,161.48,0.10,1.78,44,4,6.00,0.66,3.69,0.0598,22,0.6567,588.97,40.90
07,ui-log_土_14-12-2024_15-28-32.txt,task_06,18473.31,363.08,7219.59,73.631,61,0.6756,21663.70,562909.11,-318710.14,0.26,0.02,0.03,1.19,62,23,56328.83,255.51,191.82,18266.07,14647.32,6428.57,7000.00,549467.61,307692.31,0.45,82,107.73,0.07,1.39,37,4,3.50,0.65,3.82,0.0532,2,0.5212,503.52,42.94
07,ui-log_土_14-12-2024_15-30-06.txt,task_07,18170.80,410.86,8290.64,71.983,58,0.7266,22901.70,455054.54,-295912.62,0.25,0.02,0.03,1.52,59,21,52117.56,283.58,227.10,18172.17,16487.41,8285.71,6142.86,294784.58,414772.73,0.48,75,240.92,0.09,1.36,35,4,3.67,0.47,6.16,0.0501,20,0.5017,486.64,40.98
07,ui-log_土_14-12-2024_15-31-33.txt,task_08,21247.62,557.26,18640.09,66.845,51,0.7385,25511.30,2097284.24,-615745.62,0.22,0.02,0.03,1.29,52,26,46593.99,401.89,293.01,20804.95,16666.11,17375.00,6750.00,1741456.83,1197392.09,0.51,65,137.39,0.11,2.13,40,4,4.00,1.17,3.55,0.0383,2,0.5549,545.88,43.02
07,ui-log_土_14-12-2024_15-32-59.txt,task_09,17472.70,380.83,10241.97,71.947,55,0.7242,23451.97,7728759.65,-1029165.45,0.21,0.02,0.03,1.32,56,27,54628.51,247.23,229.77,17708.51,17386.41,8857.14,6428.57,5931250.00,4956250.00,0.50,71,95.72,0.08,2.18,57,4,7.50,1.12,4.90,0.0546,14,0.5659,631.81,42.96
07,ui-log_土_14-12-2024_15-34-28.txt,task_10,16958.25,442.80,8086.27,62.574,54,0.6131,22603.22,389905.65,-269285.65,0.25,0.02,0.03,0.97,55,24,47433.75,289.88,264.61,17479.74,16099.37,6857.14,4857.14,321995.46,219954.65,0.39,72,142.96,0.09,1.46,34,4,3.67,0.72,4.10,0.0488,14,0.5253,504.83,45.10
07,ui-log_土_14-12-2024_15-37-27.txt,task_11,18934.60,462.60,8062.26,65.666,48,0.6953,25792.86,8055165.55,-868027.97,0.27,0.02,0.03,0.81,49,30,54645.22,306.31,284.46,19461.55,19305.09,7142.86,7000.00,4000000.00,6992907.80,0.38,76,153.93,0.11,1.50,50,4,4.17,0.46,4.19,0.0504,0,0.6534,637.75,47.03
07,ui-log_土_14-12-2024_15-38-49.txt,task_12,18599.65,471.08,7630.50,58.164,50,0.5694,21922.42,469617.04,-469617.04,0.29,0.02,0.02,0.80,51,22,52439.37,329.00,250.35,18275.39,14839.96,6571.43,5000.00,506696.43,190476.19,0.38,60,151.37,0.09,1.20,43,4,4.17,0.57,3.13,0.0492,0,0.5783,538.75,50.86
07,ui-log_土_14-12-2024_15-40-06.txt,task_13,16280.94,430.10,6754.63,60.479,46,0.6077,23125.47,6690660.07,-223824.53,0.26,0.02,0.02,0.75,47,17,53016.10,295.18,246.41,18104.84,17376.19,5714.29,6000.00,3000000.00,5982456.14,0.47,54,158.54,0.09,0.86,18,3,1.83,0.43,3.66,0.0568,2,0.6213,749.13,45.37
07,ui-log_土_14-12-2024_15-41-25.txt,task_14,19035.71,515.47,6792.69,57.419,46,0.6004,25000.93,2332563.21,-373011.03,0.17,0.02,0.02,0.87,47,35,49709.47,335.80,311.90,19406.50,18156.81,6000.00,6625.00,1894736.84,1368421.05,0.38,65,219.64,0.09,1.07,21,3,2.14,0.47,3.25,0.0456,0,0.6076,565.84,47.48
07,ui-log_土_14-12-2024_15-42-50.txt,task_15,17331.42,500.40,10031.95,57.012,46,0.6046,24190.90,1382456.10,-513658.76,0.19,0.02,0.02,0.97,47,23,47370.30,335.01,284.53,19295.21,16143.55,10000.00,6333.33,1375000.00,306122.45,0.40,64,141.94,0.17,1.75,40,3,5.17,0.40,3.27,0.0477,0,0.5746,623.64,46.73
08,ui-log_月_16-12-2024_16-58-04.txt,training,25209.17,331.66,51312.77,89.099,52,1.1960,89455.19,51169784.04,-5441196.43,0.71,0.04,0.04,0.00,53,29,39392.24,267.99,118.22,80148.54,40052.30,43000.00,28000.00,42966557.38,27860983.61,1.07,57,59.14,0.19,2.28,31,4,6.50,0.73,0.00,0.0273,6,0.4953,608.76,26.57
08,ui-log_月_16-12-2024_17-03-22.txt,task_01,36218.51,156.41,12132.77,288.04,225,0.8026,14472.26,1833333.33,-493896.07,0.36,0.03,0.04,4.32,226,92,196389.18,99.82,87.43,11726.81,11248.67,11857.14,5000.00,1833333.33,338541.67,0.70,247,170.45,0.16,1.35,51,2,5.83,0.47,8.33,0.0946,324,0.4721,625.61,30.77
08,ui-log_月_16-12-2024_17-08-17.txt,task_02,31251.52,313.75,18005.10,160.411,129,0.7510,22955.01,11252640.22,-1454137.90,0.45,0.03,0.03,2.54,130,50,110715.34,228.53,144.26,17676.04,15801.62,18000.00,12000.00,5663461.54,11214285.71,0.58,151,145.32,0.12,1.00,32,2,2.86,0.36,7.69,0.0618,88,0.4872,627.15,34.19
08,ui-log_月_16-12-2024_17-11-48.txt,task_03,18917.33,368.34,11169.38,83.182,68,0.7148,18475.71,578070.99,-578070.99,0.21,0.02,0.03,2.09,69,35,62047.07,255.19,197.22,15292.62,13264.98,10428.57,4000.00,640625.00,333333.33,0.50,87,165.37,0.15,1.11,15,2,1.67,0.41,6.86,0.0572,76,0.4990,611.86,40.55
08,ui-log_月_16-12-2024_17-13-56.txt,task_04,21655.61,314.83,6521.55,92.941,71,0.6694,19029.82,606199.17,-279101.56,0.19,0.02,0.03,1.61,72,29,78205.68,174.62,203.48,13730.21,15390.92,4400.00,5714.29,580000.00,297052.15,0.47,91,179.18,0.27,1.49,11,2,1.17,0.39,4.41,0.0630,44,0.6253,809.71,45.25
08,ui-log_月_16-12-2024_17-15-45.txt,task_05,23117.36,557.55,83024.09,69.76,58,0.6435,32284.12,12698459.93,-12698459.93,0.20,0.02,0.03,1.27,59,30,52618.11,421.26,270.47,27028.98,19042.46,82000.00,13000.00,12555555.56,3283333.33,0.41,80,175.72,0.14,1.68,24,3,3.17,0.55,4.61,0.0398,42,0.5497,619.58,46.19
08,ui-log_月_16-12-2024_17-26-18.txt,task_06,18435.67,356.27,7350.36,93.332,70,0.7749,19453.43,483307.63,-310744.61,0.20,0.03,0.03,1.60,71,33,67771.78,246.12,196.96,15932.59,14122.17,7333.33,4857.14,486111.11,249433.11,0.51,94,134.77,0.07,1.39,19,3,1.14,0.40,4.48,0.0642,44,0.5495,583.26,37.70
08,ui-log_月_16-12-2024_17-27-58.txt,task_07,19350.61,365.21,8752.84,84.195,75,0.6031,18854.70,651571.70,-323466.24,0.19,0.02,0.03,1.53,76,33,65066.07,261.17,193.10,15881.62,13331.59,7857.14,6285.71,577639.75,358276.64,0.40,101,179.87,0.32,1.55,13,3,1.29,0.58,4.22,0.0587,62,0.5105,622.49,43.33
08,ui-log_月_16-12-2024_17-29-25.txt,task_08,14880.22,387.84,6828.25,57.741,51,0.5801,21097.04,1260367.41,-272947.60,0.18,0.02,0.03,1.42,52,29,47456.68,269.21,207.43,16377.92,15873.86,6500.00,5857.14,1000000.00,1134615.38,0.44,56,227.98,0.11,0.98,11,2,1.50,0.34,4.20,0.0557,34,0.5296,515.05,42.99
08,ui-log_月_16-12-2024_17-30-30.txt,task_09,15666.69,494.34,6062.60,52.453,40,0.6260,25035.26,3085354.58,-562500.00,0.15,0.02,0.02,1.36,41,20,39922.97,349.14,264.66,18514.82,18190.59,5857.14,5500.00,1000000.00,2923076.92,0.46,46,197.23,0.11,0.95,9,2,1.17,0.39,3.80,0.0445,10,0.6384,569.06,47.13
08,ui-log_月_16-12-2024_17-31-29.txt,task_10,14164.81,441.22,7000.00,51.772,44,0.6004,22388.56,700000.00,-431169.94,0.20,0.02,0.03,1.29,45,17,40622.00,309.64,239.58,18538.31,15000.36,7000.00,5375.00,700000.00,482954.55,0.42,50,216.74,0.18,1.02,9,2,0.83,0.39,3.79,0.0501,18,0.5601,523.00,44.29
08,ui-log_月_16-12-2024_17-37-41.txt,task_11,16494.21,451.68,5692.65,59.472,54,0.5400,21507.78,1373449.71,-386538.51,0.19,0.02,0.03,1.34,55,20,43388.71,307.76,253.54,16579.29,15661.14,5625.00,5666.67,416666.67,1373737.37,0.40,66,178.78,0.24,1.13,9,2,0.83,0.38,3.66,0.0460,44,0.5109,491.41,44.24
08,ui-log_月_16-12-2024_17-38-48.txt,task_12,15007.95,443.51,11149.55,53.386,49,0.5649,24526.21,1772866.56,-1772866.56,0.25,0.02,0.03,1.20,50,17,43140.89,301.16,263.66,19737.93,17998.09,7500.00,8250.00,1500000.00,1083333.33,0.42,57,171.11,0.23,0.98,12,2,1.17,0.33,3.46,0.0502,48,0.4882,580.30,42.18
08,ui-log_月_16-12-2024_17-39-49.txt,task_13,15669.31,479.32,47759.82,53.793,44,0.6538,29602.29,4471849.88,-4471849.88,0.21,0.02,0.03,1.15,45,27,41726.64,338.02,250.90,22809.26,19647.19,45000.00,16000.00,4187500.00,3785714.29,0.44,53,193.46,0.23,1.72,10,2,1.17,0.85,3.48,0.0465,0,0.5528,505.37,41.03
08,ui-log_月_16-12-2024_17-40-50.txt,task_14,18021.50,526.92,134082.06,54.802,48,0.5831,40582.27,30001703.84,-30001703.84,0.14,0.02,0.03,1.24,49,29,45653.41,359.62,293.71,34829.03,20856.26,133000.00,17000.00,29777777.78,3666666.67,0.40,63,190.14,0.11,1.40,21,2,2.50,0.41,4.62,0.0442,0,0.5293,630.70,44.43
08,ui-log_月_16-12-2024_17-41-53.txt,task_15,20184.24,377.45,100129.92,87.576,89,0.5453,23563.03,11121407.33,-11121407.33,0.12,0.02,0.03,1.90,90,31,67274.82,251.90,209.77,18738.49,15027.86,99000.00,15000.00,11000000.00,1640625.00,0.37,106,182.51,0.15,1.58,30,3,2.57,0.49,4.73,0.0582,258,0.4330,391.54,42.75
09,ui-log_火_17-12-2024_09-55-37.txt,training,20456.83,209.55,84480.77,116.334,32,3.0423,69481.01,37406357.86,-37406357.86,2.46,0.06,0.08,0.35,33,27,32213.96,164.48,81.04,65381.77,24292.08,81000.00,24000.00,35000000.00,14000000.00,2.41,40,183.62,0.14,1.70,32,4,5.75,0.71,0.00,0.0275,2,0.5375,889.42,15.80
09,ui-log_火_17-12-2024_10-01-39.txt,task_01,26878.28,164.32,18456.03,217.42,179,0.7896,17117.50,1162788.65,-1162788.65,1.56,0.03,0.04,1.96,180,60,140688.93,111.54,88.82,14425.44,12133.62,16750.00,7750.00,1921875.00,928571.43,0.64,210,120.40,0.11,2.16,83,6,10.50,0.78,5.89,0.0914,130,0.4215,551.48,29.16
09,ui-log_火_17-12-2024_10-06-12.txt,task_02,22186.13,215.54,13588.25,124.765,120,0.6572,21967.06,860828.67,-860828.67,0.25,0.03,0.03,1.50,121,67,87574.35,153.71,111.23,18060.60,14800.60,12000.00,6857.14,1000000.00,678571.43,0.52,141,138.88,0.14,1.71,40,6,5.17,0.82,7.25,0.0689,74,0.3776,490.49,33.54
09,ui-log_火_17-12-2024_10-08-49.txt,task_03,24409.02,329.98,13608.22,96.294,96,0.5086,22678.72,773212.62,-404980.34,0.24,0.02,0.03,1.91,97,45,83996.63,219.71,194.05,18167.30,16086.47,12142.86,7285.71,527777.78,600000.00,0.38,113,179.47,0.12,1.58,48,4,5.67,0.42,4.85,0.0601,104,0.4855,569.63,46.07
09,ui-log_火_17-12-2024_10-10-52.txt,task_04,19750.04,390.31,16689.24,95.308,53,1.1583,22145.49,886429.76,-352392.19,0.79,0.03,0.04,1.69,54,35,58229.61,271.83,209.37,17530.61,15389.25,13142.86,10285.71,418363.76,888157.89,0.69,80,188.50,0.10,1.67,34,4,4.50,0.84,6.87,0.0515,24,0.6232,732.75,31.49
09,ui-log_火_17-12-2024_10-14-10.txt,task_05,20429.14,308.47,22669.32,90.845,68,0.7914,23196.98,967741.94,-540533.90,0.22,0.03,0.03,2.90,69,40,67067.53,192.56,187.23,17722.49,16815.82,18571.43,13000.00,1000000.00,603174.60,0.62,77,165.64,0.09,2.52,65,4,8.33,1.06,3.80,0.0573,88,0.5333,528.15,38.86
